row ID,row m/z,row retention time,오미자 중국1,오미자 중국2,오미자 중국3,오미자 중국4,오미자 중국5,오미자 중국6,오미자 중국7,오미자 중국8,오미자 중국9,오미자 중국10,오미자 중국11,오미자 중국12,오미자 중국13,오미자 중국14,오미자 중국15,오미자 중국16,오미자 중국17,오미자 중국18,오미자 중국19,오미자 중국20,오미자 중국21,오미자 중국22,오미자 중국23,오미자 중국24,오미자 중국25,오미자 중국26,오미자 중국27,오미자 한국1,오미자 한국2,오미자 한국3,오미자 한국4,오미자 한국5,오미자 한국6,오미자 한국7,오미자 한국8,오미자 한국9,오미자 한국10,오미자 한국11,오미자 한국12,오미자 한국13,오미자 한국14,오미자 한국15,오미자 한국16,오미자 한국17,오미자 한국18,오미자 한국19,오미자 한국20,오미자 한국21,오미자 한국22,오미자 한국23,오미자 한국24,오미자 한국25,오미자 한국26,오미자 한국27,오미자 한국28,오미자 한국29,오미자 한국30
1705,134.0462952,38.38156667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204986.075,0,0,0,234009.475,216083.186,266643.271,0,0,0,0,0,0,0,0
1706,134.0543427,39.38946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264866.344,0,0,0,0,0,0,0,0,268848.304,228693.105,0,216542.721,0,270368.648
1707,135.0137573,23.47875667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214908.842,0,0,0,0,0,0,0,0,0,459367.31,0,0,0,0,0,370440.744,393112.188,0,0,0,0,0,196608.077,0
1708,135.0272217,36.16521667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503501.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,143.0525796,23.4856381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440277.155,0,0,0,0,0,0,0,0,0,956355.078,0,0,0,0,0,773183.295,823876.389,811039.455,0,0,0,0,431171.273,712844.342
1710,143.0450328,32.48402576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108726.042,0,113388.153,0,0,0,0,0,0,0,0,0,0,0,110972.777,0,0,0,0,0,0,92638.761,112733.256,196873.952,204078.098,201711.247,219442.846,186111.565,238039.448
1711,143.0525818,39.40223333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394751.791,0,0,0,0,0,0,450294.779,0,0,0,0,0,0,0
1712,143.0456619,64.560225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224241.963,0,0,0,210842.682,0,0,0,0,0,0,0,0,0,0
1713,145.0531638,39.40262381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222443.392,0,0,212609.361,0,0,0,0,0,0,232506.064,0,0,0,257609.599,0,0,0,258499.34,234573.816,0,0,0,0,233785.448
1714,147.0604553,6.424016667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91916.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,147.0557912,15.80735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287107.882,0,0,0,0,0,0,0,0,0,153223.512,0,0,0,0,0,0,0,0,0,0,0,0,189474.724,0
1716,148.0774841,18.316275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150409.273,0,0,0,0,0,0,0,0,0,0,137959.816,151956.191,0,239473.809
1717,148.0563995,23.47541333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312585.198,0,0,0,0,0,0,0,0,0,5027540.591,0,0,0,0,0,4051758.715,4023537.945,0,0,0,0,0,2068008.176,0
1718,148.0605325,32.47634118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177810.81,131118.177,201594.384,0,0,0,125968.554,169562.561,0,0,0,0,0,0,178745.625,0,0,115414.569,106609.88,112146.097,149694.409,180795.566,181658.616,322814.904,0,323594.823,350504.71,315950.02,405864.111
1719,148.0563965,38.38185833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771791.968,0,0,0,0,0,0,994093.559,0,0,0,0,0,0,0
1720,148.0564003,39.52322917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308164.959,0,0,0,0,0,0,0,0,1798713.741,0,0,0,2028335.729,0,0,2074197.616,0,0,0,0,0,0,0
1721,148.0563965,39.92079167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378644.996,0,0,0,0,0,0,476171.739,0,0,0,0,0,0,0
1722,149.0555394,23.47733889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500956.845,0,0,0,0,0,0,0,0,0,3235794.135,0,0,0,0,0,2603364.867,2606566.289,0,0,0,0,0,1362233.304,2230905.581
1723,149.0443402,32.47634118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209747.39,148465.705,219772.912,0,0,0,139397.97,190045.657,0,0,0,0,0,0,210453.368,0,0,128671.913,121344.984,137670.005,166374.617,200056.878,198446.864,369005.527,0,352592.679,382045.094,345164.508,444333.294
1724,149.055542,38.38185833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486601.313,0,0,0,0,0,0,633478.407,0,0,0,0,0,0,0
1725,149.0508423,39.91808333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236574.892,0,0,0,280078.79,0,0,297020.339,0,0,0,0,0,0,0
1726,150.0437508,23.4763125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169514.37,0,0,0,0,0,0,0,0,0,374251.943,0,0,0,0,0,301340.64,318359.892,0,0,0,0,0,0,0
1727,156.0685794,24.15200556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239104.783,0,0,0,0,0,0,0,0,0,220791.128,0,0,0,0,0,360840.646,370530.013,0,0,0,0,0,407563.195,166194.091
1728,157.0525172,32.47888205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143005.834,103084.377,166315.496,0,0,0,89061.345,129867.066,0,0,0,0,0,0,145195.641,0,0,0,0,0,102350.132,136039.255,146853.728,264280.8,309384.751,267213.919,0,248816.621,0
1729,157.0560891,38.38764762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181148.637,0,0,0,0,0,0,161177.123,0,0,0,169316.636,0,196486.115,0,193005.275,178121.906,0,0,0,0,190909.138
1730,157.0555725,39.4146125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2369102.476,0,0,0,2659317.641,0,0,2730098.12,2635400.44,0,0,0,0,0,0
1731,157.0519587,64.55457778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218050.996,0,0,0,192830.22,0,121995.488,132088.008,127321.886,0,0,0,0,0,111770.853
1732,158.0517426,39.40509444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497724.695,0,0,0,572613.006,0,0,572946.595,0,0,0,0,0,0,0
1733,159.0546875,39.41895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259331.136,0,0,0,0,0,0,296723.356,0,0,0,0,0,0,0
1734,160.0535049,39.34885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8353612.042,0,0,0,0,0,0,0,0,0,0,9252383.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,160.0608063,64.56836667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224946.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,161.0700836,39.40223333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737370.421,0,0,0,0,0,0,2024375.561,0,0,0,0,0,0,0
1737,161.0612762,64.55495333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213192.372,0,0,0,189761.172,0,118188.296,128022.296,121164.366,0,0,0,0,0,0
1738,162.0678101,39.39386667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512779.303,0,0,0,0,0,0,593915.851,0,0,0,0,0,0,0
1739,163.046061,32.47964479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156772.01,114895.761,173342.648,0,0,0,98363.937,137574.93,0,0,0,0,0,0,153591.329,0,0,99834.857,0,90944.291,122067.354,147217.271,154614.736,273331.36,317621.647,275165.623,295993.014,261218.597,0
1740,163.053894,38.39023333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193513.874,0,0,0,0,0,0,234660.29,0,0,0,0,0,0,0
1741,169.0515404,66.55872917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281805.215,0,0,0,0,0,0,0,0,0,0,0,0,356062.489,0,0,0,225483.719,0,400952.377,0,493591.104,360442.815,524801.632,0,0,477492.465,0
1742,171.0305468,23.48291944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677096.003,0,0,0,0,0,0,0,0,0,1624383.449,0,0,0,0,0,1301405.885,1279865.589,0,0,0,0,0,637746.937,1104271.03
1743,172.0772705,38.39021667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603451.673,0,0,0,0,0,0,802549.279,0,0,0,0,0,0,0
1744,173.0221608,23.50261667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286881.567,0,0,0,0,0,223462.034,242133.536,0,0,0,0,0,0,0
1745,173.0702133,38.39859167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508270.681,0,0,0,0,0,0,671808.487,0,0,0,0,0,0,0
1746,173.0626221,63.84906667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627828.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,175.072229,13.56644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106065.244,0,0,0,0,0,0,0,0,0,0,125841.226,136639.002,109825.371,178654.569
1748,175.0508423,18.30990333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159745.009,0,0,0,0,0,0,0,0,0,255923.297,0,0,0,0,105968.035,164081.312,0,0,0,0,0,0,222143.257,0
1749,175.0442301,23.48291944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588652.845,0,0,0,0,0,0,0,0,0,3444518.745,0,0,0,0,0,2793267.267,2748625.129,0,0,0,0,0,1413385.88,2345163.934
1750,175.041687,38.39859167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209332.05,0,0,0,0,0,0,257422.754,0,0,0,0,0,0,0
1751,176.0494321,23.47991389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256700.218,0,0,0,0,0,0,0,0,0,576311.646,0,0,0,0,0,457989.72,486552.892,0,375666.672,0,0,0,224221.821,0
1752,177.0344594,23.480125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293598.859,0,0,0,0,0,0,0,0,0,618998.494,0,0,0,0,0,497153.248,542025.565,0,0,0,0,0,291279.899,455392.576
1753,177.0626221,39.41895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291903.648,0,0,0,0,0,0,338036.924,0,0,0,0,0,0,0
1754,183.0347534,32.48437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117793.594,0,114101.522,0,0,0,0,107744.482,0,0,0,0,0,0,118858.769,0,0,0,0,0,0,114824.623,122257.848,213999.808,246526.616,0,0,201114.581,258637.192
1755,188.0505829,19.2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117011.918,0,0,0,0,0,0,0,0,0,0,0,0,0,133276.634
1756,189.1018616,23.48545333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2262958.845,0,0,0,0,0,0,0,0,0,4986634.311,0,0,0,0,0,4010671.635,3971674.353,0,0,0,0,0,1965323.912,0
1757,189.0669769,39.5109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258298.712,0,0,0,0,0,0,0,0,1643742.653,0,0,0,1849918.377,0,0,1891553.473,0,0,0,0,0,0,1697534.253
1758,189.0638123,39.92079167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322334.108,0,0,0,0,0,0,411699.859,0,0,0,0,0,0,0
1759,189.0796509,64.07188889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141472.928,0,0,0,0,0,0,0,0,170095.845,0,0,0,137462.168,0,0,0,0,0,0,0,0,0,0
1760,189.0638123,66.56725833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93247.352,0,0,0,0,152287.288,0,0,0,0,0,0,0,0,0
1761,190.0821915,23.48291944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2096543.109,0,0,0,0,0,0,0,0,0,4698515.271,0,0,0,0,0,3763864.187,3698799.417,0,0,0,0,0,1812806.536,3162529.029
1762,190.0747767,38.37679778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162963.035,172706.028,0,0,0,0,0,0,0,0,0,0,0,0,281874.762,0,0,129995.68,301286.643,270958.506,343756.575,356323.865,334938.475,301505.074,248283.148,155898.109,206880.854,184351.052,329108.25
1763,191.084465,23.48291944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456923.333,0,0,0,0,0,0,0,0,0,3180441.617,0,0,0,0,0,2574110.187,2544618.057,0,0,0,0,0,1275958.72,2181335.39
1764,191.0818024,38.39859167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685493.793,0,0,0,0,0,0,905376.183,0,0,0,0,0,0,0
1765,191.0698643,42.6918375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183063.143,1312733.626,140378.335,0,0,0,0,0,0,0,0,0,0,241713.213,0,0,0,452937.331,319253.16,855727.402,520588.802,0,0,0,0,0,0,0
1766,191.0770279,66.56285667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132190.121,0,0,0,0,0,0,0,0,0,0,0,0,177565.879,0,0,0,115956.271,0,195222.513,0,0,0,0,0,0,218843.715,0
1767,192.0838114,23.480125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325700.819,0,0,0,0,0,0,0,0,0,732881.886,0,0,0,0,0,576909.72,611714.252,0,0,0,0,0,272806.109,528754.712
1768,201.0818634,38.39859167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305048.378,0,0,0,0,0,0,408880.024,0,0,0,0,0,0,0
1769,202.0851898,38.39859167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279362.634,0,0,0,0,0,0,349392.401,0,0,0,0,0,0,0
1770,203.0284704,23.48570556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203455.626,0,0,0,0,0,0,0,0,0,436582.671,0,0,0,0,0,358209.856,382733.916,0,0,0,0,0,202118.307,330231.048
1771,203.0667038,39.41895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242889.888,0,0,0,0,0,0,282148.14,0,0,0,0,0,0,0
1772,204.0646311,23.50261667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269030.911,0,0,0,0,0,212511.642,226704.608,0,0,0,0,0,0,0
1773,204.0755768,38.39859167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613184.552,0,0,0,0,0,0,800305.447,0,0,0,0,0,0,0
1774,204.0690125,42.68495667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673092.467,0,0,0,1265371.489,0,2367981.456,1430696.048,0,0,231646.613,0,0,0,0
1775,205.0791931,38.39859167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415552.975,0,0,0,0,0,0,1853402.949,0,0,0,0,0,0,0
1776,206.085556,38.39859167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307090.074,0,0,0,0,0,0,407864.496,0,0,0,0,0,0,0
1777,207.0746155,18.31640667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90373.691,0,0,0,0,0,0,0,0,118404.09,0,71124.314,94413.507,0,156791.849
1778,207.053093,38.38084722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156014.715,0,0,0,0,0,0,0,0,0,0,0,0,0,267914.282,0,0,0,282538.739,255673.41,326247.167,0,318876.427,0,0,0,0,0,0
1779,207.0779266,39.92079167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303285.972,0,0,0,0,0,0,392346.563,0,0,0,0,0,0,0
1780,208.0727539,39.401825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243628.504,0,0,0,0,0,257035.008,284446.66,277546.332,0,0,0,0,0,0
1781,209.0792542,66.55629815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101476.168,0,0,66575.394,0,0,0,93595.18,115863.977,94571.484,129265.274,0,85218.202,109591.363,132820.81
1782,215.0410596,32.47371538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592457.967,897887.836,281470.056,0,0,541789.289,724877.887,0,0,0,0,0,0,835338.543,0,0,531176.364,452086.279,509954.861,624095.385,775188.253,831640.48,0,0,0,0,1405938.259,0
1783,216.0487449,32.48440152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121934.194,0,145536.752,0,0,0,0,112377.69,0,0,0,0,0,0,124677.337,0,0,0,0,0,88637.116,118806.495,126871.832,233613.104,267068.92,0,0,217576.941,282611.936
1784,216.0671997,39.41895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444782.136,0,0,0,0,0,0,517912.803,0,0,0,0,0,0,0
1785,217.0511108,23.48545333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771678.893,0,0,0,0,0,0,0,0,0,1647937.281,0,0,0,0,0,1331209.973,1329253.405,0,0,0,0,0,682975.625,0
1786,217.0579022,32.49010606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153860.171,0,115239.321,0,0,0,0,0,0,0,0,0,0,0,110692.057,0,0,0,0,0,0,126803.971,146580.707,235022.114,234687.327,203596.895,232548.915,231109.586,277813.346
1787,217.0833435,38.35651667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7749575.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,217.0833384,60.93302222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431763.894,0,0,0,402644.904,0,0,0,0,414725.656,0,0,0,0,0
1789,217.0706215,64.07244167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137755.765,0,0,0,0,0,0,0,0,0,684559.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,217.0833435,64.31332917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465047.649,0,0,0,112164.819,0,0,59767.524,71837.869,0,0,0,0,0,0
1791,217.0833435,64.33415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104556.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,218.0592728,23.50235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341609.543,0,0,0,0,0,274649.666,0,0,0,0,0,0,0,0
1793,218.0847473,38.37325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1933333.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,218.0911388,39.52638333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190851.176,0,0,0,0,0,0,0,0,1268096.069,0,0,0,1430595.857,0,0,0,0,0,1132443.611,0,0,0,0
1795,218.0904236,39.91114444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234936.876,0,0,0,281566.814,0,0,0,0,0,194594.436,0,0,0,0
1796,218.0734253,64.07188889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136406.688,0,0,0,0,0,0,0,0,137858.439,0,0,0,117048.152,0,0,0,0,0,0,0,0,0,0
1797,218.0813507,66.56282333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193619.703,0,0,0,0,0,0,0,0,0,0,0,0,230735.737,0,0,0,147490.583,0,0,0,318041.304,0,0,0,0,326237.281,0
1798,218.0762558,68.12884167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476347.306,0,0,0,0,0,0,0,0,0,337051.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
